correction_count,coverage_ratio,hallucination_suspected,issues,manifest_artifact_count,manifest_hash_mismatches,manifest_missing_artifacts,manifest_raw_hash_mismatches,package_ok,paragraph_count,paragraph_max_chars,paragraph_median_chars,paragraph_min_chars,path,quality_flags,quality_score,quality_state,repetition_detected,segment_bad_rows,segment_count,segment_count_reported,segment_empty_text,segment_overlaps,segment_total_duration,transcript_chars,transcript_segment_char_ratio,transcript_segment_token_jaccard,transcript_words,video_id,warnings
0,0.9406897422940882,True,,5,0,0,0,True,11,716,440,176,scripts/ingestion/corpus/HCs6I_BNtxo,"[""repetition_loop_detected: 'move into a state of' (count=4)""]",0.45,needs_review,True,0,55,55,0,0,297.86000000000007,5038,1.0,1.0,940,HCs6I_BNtxo,
0,0.9875176636834667,False,,5,0,0,0,True,7,537,380,314,scripts/ingestion/corpus/HELtP96Dd4w,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,68,68,0,0,251.57999999999998,2766,1.0,1.0,441,HELtP96Dd4w,
3,0.951975236752582,False,,5,0,0,0,True,6,808,566.5,282,scripts/ingestion/corpus/HKjzpPlfvc8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,310.62,3274,1.0,1.0,556,HKjzpPlfvc8,most_paragraphs_outside_300_500_chars
0,0.853336995330953,False,,5,0,0,0,True,1,374,374,374,scripts/ingestion/corpus/HLTISkkGbUI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,3,3,0,0,31.069999999999997,374,1.0,1.0,66,HLTISkkGbUI,
0,0.9494393205493997,False,,5,0,0,0,True,2,1347,904.5,462,scripts/ingestion/corpus/HTcbWPN1xxY,"[""audio_only_or_silence""]",0.5,sound_only,False,0,53,53,0,0,143.09000000000003,1811,1.0,1.0,607,HTcbWPN1xxY,
0,0.9614985590778098,False,,5,0,0,0,True,2,381,356.0,331,scripts/ingestion/corpus/HZIuHUGmnGY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,83.41,714,1.0,1.0,124,HZIuHUGmnGY,
1,0.9887479642698515,False,,5,0,0,0,True,8,499,380.0,109,scripts/ingestion/corpus/H_uhawaiO3E,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,40,40,0,0,400.7,2910,1.0,1.0,512,H_uhawaiO3E,
0,1.0,False,,5,0,0,0,True,1,421,421,421,scripts/ingestion/corpus/Hdr5IXNmRUE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,32.9,421,1.0,1.0,67,Hdr5IXNmRUE,
0,1.0,False,,5,0,0,0,True,1,439,439,439,scripts/ingestion/corpus/HfS2relUTFg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,35.84,439,1.0,1.0,75,HfS2relUTFg,
0,1.0,False,,5,0,0,0,True,3,509,420,194,scripts/ingestion/corpus/Hfj0c6-vUiY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,7,7,0,0,75.46,1127,1.0,1.0,214,Hfj0c6-vUiY,most_paragraphs_outside_300_500_chars
2,1.0,False,,5,0,0,0,True,8,479,410.5,203,scripts/ingestion/corpus/HpoWKtIcTcw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,45,45,0,0,232.46,3093,1.0,1.0,533,HpoWKtIcTcw,
9,0.9884566414579147,False,,5,0,0,0,True,28,559,425.0,281,scripts/ingestion/corpus/HtmLQkxj8ec,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,127,127,0,0,1288.73,11976,1.0,1.0,2140,HtmLQkxj8ec,
0,0.8675213675213675,False,,5,0,0,0,True,1,215,215,215,scripts/ingestion/corpus/I6yC-aUQUvw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,22.33,215,1.0,1.0,39,I6yC-aUQUvw,most_paragraphs_outside_300_500_chars
2,0.9828828828828828,False,,5,0,0,0,True,7,509,414,210,scripts/ingestion/corpus/IGryscyFmV8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,35,35,0,0,240.01999999999998,2775,1.0,1.0,493,IGryscyFmV8,
0,0.9625695950629428,False,,5,0,0,0,True,9,1254,578,366,scripts/ingestion/corpus/IaOyZ0KPlUU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,63,63,0,0,430.48999999999995,5717,1.0,1.0,1034,IaOyZ0KPlUU,most_paragraphs_outside_300_500_chars
0,0.9991927753392865,False,,5,0,0,0,True,4,800,591.5,423,scripts/ingestion/corpus/IbOoMlXlzjY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,31,31,0,0,198.04999999999998,2412,1.0,1.0,435,IbOoMlXlzjY,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,1,1108,1108,1108,scripts/ingestion/corpus/IjZkoyk7T14,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,76.51,1108,1.0,1.0,187,IjZkoyk7T14,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,3,445,399,395,scripts/ingestion/corpus/Ip7C7KJBxBk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,30,30,0,0,88.92,1243,1.0,1.0,219,Ip7C7KJBxBk,
1,0.8389223813112284,False,,5,0,0,0,True,2,650,511.5,373,scripts/ingestion/corpus/J81diFHJqWw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,89.06,1025,1.0,1.0,168,J81diFHJqWw,
0,0.8481825866441252,False,,5,0,0,0,True,1,561,561,561,scripts/ingestion/corpus/JLN3i1y6_Dk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,50.17,561,1.0,1.0,104,JLN3i1y6_Dk,most_paragraphs_outside_300_500_chars
2,0.9998131423232638,False,,5,0,0,0,True,14,668,507.0,344,scripts/ingestion/corpus/JRX5W9AhWoA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,124,124,0,0,1284.16,6946,1.0,1.0,1263,JRX5W9AhWoA,most_paragraphs_outside_300_500_chars
0,0.9654703328509406,True,,5,0,0,0,True,6,403,380.0,332,scripts/ingestion/corpus/JRlaAip4kmk,"[""repetition_loop_detected: 'I am at peace with' (count=6)""]",0.45,needs_review,True,0,91,91,0,0,667.14,2264,1.0,1.0,422,JRlaAip4kmk,
0,0.7464983838694782,True,,5,0,0,0,True,1,2172,2172,2172,scripts/ingestion/corpus/JYqlxlBZHc4,"[""low_speech_interval_coverage_estimate=0.746"", ""repetition_loop_detected: 'You'll be able to create' (count=4)""]",0.45,needs_review,True,0,42,42,0,0,145.5,2172,1.0,1.0,417,JYqlxlBZHc4,most_paragraphs_outside_300_500_chars
0,0.9998400127989762,False,,5,0,0,0,True,4,371,368.0,327,scripts/ingestion/corpus/Ji-hdW1t30g,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,26,26,0,0,124.99000000000001,1440,1.0,1.0,289,Ji-hdW1t30g,
12,0.9974025974025974,False,,5,0,0,0,True,14,415,367.0,340,scripts/ingestion/corpus/Ji7Zy_tDFQ4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,102,102,0,0,403.2,5278,1.0,1.0,1034,Ji7Zy_tDFQ4,
0,0.9146945514584481,False,,5,0,0,0,True,2,398,279.0,160,scripts/ingestion/corpus/Js7ongWaW64,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,4,4,0,0,49.86000000000001,560,1.0,1.0,104,Js7ongWaW64,
0,0.9631604459524963,False,,5,0,0,0,True,1,453,453,453,scripts/ingestion/corpus/JsTTRgk_8Hc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,39.739999999999995,453,1.0,1.0,85,JsTTRgk_8Hc,
0,1.0,False,,5,0,0,0,True,9,435,390,39,scripts/ingestion/corpus/JwMlR98BgrI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,44,44,0,0,261.06,3244,1.0,1.0,594,JwMlR98BgrI,
0,0.9592205573080966,False,,5,0,0,0,True,5,1269,666,67,scripts/ingestion/corpus/K-AFDVOkIoE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,34,34,0,0,291.90999999999997,3100,1.0,1.0,542,K-AFDVOkIoE,most_paragraphs_outside_300_500_chars
2,0.9443561208267091,False,,5,0,0,0,True,2,509,401.5,294,scripts/ingestion/corpus/K2yXX6uhGFE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,59.4,805,1.0,1.0,154,K2yXX6uhGFE,most_paragraphs_outside_300_500_chars
0,0.9835029293863706,False,,5,0,0,0,True,3,436,367,76,scripts/ingestion/corpus/KB_rdqB-sVw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,63.79,883,1.0,1.0,148,KB_rdqB-sVw,
0,0.9953208223405844,False,,5,0,0,0,True,5,424,401,192,scripts/ingestion/corpus/KN0XZBa7K4Y,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,47,47,0,0,199.95,1800,1.0,1.0,332,KN0XZBa7K4Y,
1,0.8875534105929731,False,,5,0,0,0,True,5,887,662,420,scripts/ingestion/corpus/KTe11DlB4QI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,37,37,0,0,288.7300000000001,3342,1.0,1.0,600,KTe11DlB4QI,most_paragraphs_outside_300_500_chars
2,0.9769876952200663,False,,5,0,0,0,True,7,453,400,50,scripts/ingestion/corpus/KTlY-lHs_Ew,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,165.15,2534,1.0,1.0,461,KTlY-lHs_Ew,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Khxy7onLOnE,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,Khxy7onLOnE,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/L09zAtTcwes,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,L09zAtTcwes,
0,0.8734466142531068,False,,5,0,0,0,True,5,451,365,64,scripts/ingestion/corpus/L4876a9aakw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,41,41,0,0,137.76,1683,1.0,1.0,309,L4876a9aakw,
0,0.9726691098826016,False,,5,0,0,0,True,5,447,384,359,scripts/ingestion/corpus/LFTx6ZYMZ1g,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,36,36,0,0,156.59000000000003,1987,1.0,1.0,370,LFTx6ZYMZ1g,
0,0.9963805584281282,False,,5,0,0,0,True,2,501,450.0,399,scripts/ingestion/corpus/LGkdzRl08vo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,57.81,902,1.0,1.0,162,LGkdzRl08vo,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/LKM-M3C8Tv4,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,LKM-M3C8Tv4,
0,0.9611045449661546,False,,5,0,0,0,True,2,1056,743.0,430,scripts/ingestion/corpus/LLhU1ptXDp0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,89.45,1488,1.0,1.0,230,LLhU1ptXDp0,
0,0.8784300104202848,False,,5,0,0,0,True,2,362,302.5,243,scripts/ingestion/corpus/LOsAzhRwUIk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,14,14,0,0,50.58,607,1.0,1.0,115,LOsAzhRwUIk,
0,1.0,False,,5,0,0,0,True,1,221,221,221,scripts/ingestion/corpus/LYm7oczfWEk,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,4,4,0,0,16.9,221,1.0,1.0,40,LYm7oczfWEk,most_paragraphs_outside_300_500_chars
0,0.9994509265614275,False,,5,0,0,0,True,8,891,396.0,65,scripts/ingestion/corpus/LZQ4PvoArC8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,56,56,0,0,291.23999999999995,3369,1.0,1.0,541,LZQ4PvoArC8,
2,0.8116824127906976,True,,5,0,0,0,True,2,853,644.5,436,scripts/ingestion/corpus/LapJqYf9hzI,"[""repetition_loop_detected: 'Why is there so much' (count=4)""]",0.45,needs_review,True,0,25,25,0,0,89.35,1291,1.0,1.0,222,LapJqYf9hzI,
2,0.9158672490509041,False,,5,0,0,0,True,5,1377,739,467,scripts/ingestion/corpus/Lm-5gKTKD7Y,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,448.71999999999997,3953,1.0,1.0,767,Lm-5gKTKD7Y,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Ln-4oxqStJI,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,Ln-4oxqStJI,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/LpX01AXN5iM,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,LpX01AXN5iM,
0,0.9057383030267651,False,,5,0,0,0,True,9,438,392,184,scripts/ingestion/corpus/LpqjenfvWzQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,88,88,0,0,620.63,3361,1.0,1.0,591,LpqjenfvWzQ,
0,0.9117490696438064,False,,5,0,0,0,True,1,396,396,396,scripts/ingestion/corpus/LrMyaDh_MSo,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,34.3,396,1.0,1.0,70,LrMyaDh_MSo,
4,0.9534084102072601,True,,5,0,0,0,True,46,554,392.0,225,scripts/ingestion/corpus/Lst4MvxPCx4,"[""repetition_loop_detected: 'We are a civilization of' (count=4)""]",0.45,needs_review,True,0,362,362,0,0,1591.6200000000001,18685,1.0,1.0,3448,Lst4MvxPCx4,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/LzPKkAnAtjk,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,LzPKkAnAtjk,
0,0.9892519719164428,False,,5,0,0,0,True,3,427,419,366,scripts/ingestion/corpus/M6MJzzFKoPg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,38,38,0,0,114.13000000000001,1216,1.0,1.0,216,M6MJzzFKoPg,
1,0.9310618550406058,False,,5,0,0,0,True,9,616,437,75,scripts/ingestion/corpus/M6NGzhww27o,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,58,58,0,0,304.96000000000004,3732,1.0,1.0,698,M6NGzhww27o,
2,0.9953777494421421,False,,5,0,0,0,True,8,508,374.0,175,scripts/ingestion/corpus/M7ItOHTrvz8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,63,63,0,0,249.79999999999998,2936,1.0,1.0,529,M7ItOHTrvz8,
1,0.9951055611408011,False,,5,0,0,0,True,8,413,369.0,129,scripts/ingestion/corpus/M8XASiz30oE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,55,55,0,0,376.13,2797,1.0,1.0,519,M8XASiz30oE,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/MAwd31cafVg,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,MAwd31cafVg,
0,1.0,False,,5,0,0,0,True,1,788,788,788,scripts/ingestion/corpus/MIF1XIgr-IQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,10,10,0,0,46.26,788,1.0,1.0,148,MIF1XIgr-IQ,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,3,388,364,116,scripts/ingestion/corpus/MJYpyUlwxg0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,15,15,0,0,111.07,872,1.0,1.0,147,MJYpyUlwxg0,
2,0.9638716477339268,False,,5,0,0,0,True,5,558,385,379,scripts/ingestion/corpus/MKOAMUmZ-RA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,33,33,0,0,164.61,2101,1.0,1.0,386,MKOAMUmZ-RA,
1,0.8695652173913044,True,,5,0,0,0,True,4,785,563.5,523,scripts/ingestion/corpus/MX7tos4L1jQ,"[""repetition_loop_detected: 'அன்னிக்கு அன்னிக்கு அன்னிக்கு அன்னிக்கு அன்னிக்' (count=4)""]",0.45,needs_review,True,0,48,48,0,0,248.40000000000003,2441,1.0,1.0,868,MX7tos4L1jQ,most_paragraphs_outside_300_500_chars
6,0.9579586330935252,False,,5,0,0,0,True,3,581,510,431,scripts/ingestion/corpus/M_BYTcsLQuY,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,18,18,0,0,213.05,1526,1.0,1.0,276,M_BYTcsLQuY,most_paragraphs_outside_300_500_chars
0,1.0,False,,5,0,0,0,True,2,377,271.0,165,scripts/ingestion/corpus/Maa5lwwHNrU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,11,11,0,0,51.37,544,1.0,1.0,94,Maa5lwwHNrU,
18,0.9676623960302168,True,,5,0,0,0,True,35,609,404,214,scripts/ingestion/corpus/MmiI3xo5Ju4,"[""repetition_loop_detected: 'the children of the world' (count=5)""]",0.45,needs_review,True,0,347,347,0,0,3143.4900000000002,14498,1.0,1.0,2552,MmiI3xo5Ju4,
0,0.9813595267328943,False,,5,0,0,0,True,4,557,383.0,24,scripts/ingestion/corpus/Mr1cjAz2y9I,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,27,27,0,0,175.84,1353,1.0,1.0,250,Mr1cjAz2y9I,
5,0.7992484703378556,False,,5,0,0,0,True,11,474,421,177,scripts/ingestion/corpus/Mrngwfko5kk,"[""low_speech_interval_coverage_estimate=0.799""]",0.5,needs_review,False,0,158,158,0,0,240.34999999999997,4389,1.0,1.0,808,Mrngwfko5kk,
0,1.0,False,,5,0,0,0,True,1,380,380,380,scripts/ingestion/corpus/MuxETIn04F8,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,8,8,0,0,31.02,380,1.0,1.0,62,MuxETIn04F8,
5,1.0,False,,5,0,0,0,True,3,421,358,296,scripts/ingestion/corpus/N0EoDEdWKA4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,75.08,1079,1.0,1.0,181,N0EoDEdWKA4,
0,0.9535088104758976,False,,5,0,0,0,True,5,452,415,315,scripts/ingestion/corpus/N8aw4NAR62c,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,48,48,0,0,216.99,1997,1.0,1.0,370,N8aw4NAR62c,
0,1.0,False,,5,0,0,0,True,6,515,405.5,83,scripts/ingestion/corpus/NJQ573JDmAg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,37,37,0,0,199.31,2227,1.0,1.0,384,NJQ573JDmAg,
7,0.9413412356905091,False,,5,0,0,0,True,9,412,384,233,scripts/ingestion/corpus/NMjYsvaOOQM,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,48,48,0,0,231.89000000000001,3332,1.0,1.0,599,NMjYsvaOOQM,
0,0.9190604665926043,False,,5,0,0,0,True,2,421,387.0,353,scripts/ingestion/corpus/NWrTrDIQ9XE,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,10,10,0,0,57.91,776,1.0,1.0,134,NWrTrDIQ9XE,
2,0.9903303787268333,False,,5,0,0,0,True,3,531,453,294,scripts/ingestion/corpus/NdmpvgZI4II,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,29,29,0,0,86.03000000000002,1282,1.0,1.0,257,NdmpvgZI4II,most_paragraphs_outside_300_500_chars
0,0.9702859278639506,False,,5,0,0,0,True,2,1014,740.0,466,scripts/ingestion/corpus/Nq2VYAIQyCs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,19,19,0,0,103.83999999999999,1482,1.0,1.0,270,Nq2VYAIQyCs,
0,0.9897458760588498,False,,5,0,0,0,True,2,355,244.5,134,scripts/ingestion/corpus/Nq8BntIZb40,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,7,7,0,0,44.4,491,1.0,1.0,78,Nq8BntIZb40,
0,0.9387553180963686,False,,5,0,0,0,True,3,1269,651,485,scripts/ingestion/corpus/O1VkNuEChD4,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,27,27,0,0,189.75999999999993,2409,1.0,1.0,464,O1VkNuEChD4,most_paragraphs_outside_300_500_chars
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/O4YQRVeyl6I,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,O4YQRVeyl6I,
1,0.9369247428262047,False,,5,0,0,0,True,3,749,390,373,scripts/ingestion/corpus/O4c1bnnwSzU,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,23,23,0,0,103.83,1516,1.0,1.0,290,O4c1bnnwSzU,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/O8iewlvGRN0,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,O8iewlvGRN0,
0,0.9917528655297737,False,,5,0,0,0,True,2,389,301.5,214,scripts/ingestion/corpus/OLPF727ETSg,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,11,11,0,0,70.95000000000002,605,1.0,1.0,108,OLPF727ETSg,
3,0.9818585276599058,False,,5,0,0,0,True,6,426,377.5,357,scripts/ingestion/corpus/OWMBvMlGWTA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,38,38,0,0,252.21,2318,1.0,1.0,406,OWMBvMlGWTA,
3,0.993596642272923,False,,5,0,0,0,True,1,1252,1252,1252,scripts/ingestion/corpus/OWXe9v7PHDs,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,37,37,0,0,184.65,1252,1.0,1.0,268,OWXe9v7PHDs,most_paragraphs_outside_300_500_chars
0,0.9983857949959645,True,,5,0,0,0,True,3,371,366,149,scripts/ingestion/corpus/OZiElH5pKmo,"[""repetition_loop_detected: 'I am with Ekam for' (count=5)""]",0.45,needs_review,True,0,23,23,0,0,74.22,890,1.0,1.0,182,OZiElH5pKmo,
0,0.8640558742828639,False,,5,0,0,0,True,2,533,398.5,264,scripts/ingestion/corpus/OaTrIaFLG6M,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,13,13,0,0,69.28000000000003,799,1.0,1.0,142,OaTrIaFLG6M,most_paragraphs_outside_300_500_chars
0,0.992787410753315,False,,5,0,0,0,True,10,533,414.5,361,scripts/ingestion/corpus/Oc5ar2g2rnI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,62,62,0,0,408.81,4333,1.0,1.0,729,Oc5ar2g2rnI,
0,1.0,False,,5,0,0,0,True,1,414,414,414,scripts/ingestion/corpus/OnAAtrwsfOc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,6,6,0,0,40.26,414,1.0,1.0,73,OnAAtrwsfOc,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/OoH2peWBDEY,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,OoH2peWBDEY,
0,0.9206214689265534,False,,5,0,0,0,True,4,454,387.5,329,scripts/ingestion/corpus/OrydPLvNKmI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,28,28,0,0,130.35999999999996,1564,1.0,1.0,275,OrydPLvNKmI,
0,0.6200799115871801,False,,5,0,0,0,True,3,509,377,66,scripts/ingestion/corpus/OuDAdSnFtbw,"[""low_speech_interval_coverage_estimate=0.620""]",0.5,needs_review,False,0,12,12,0,0,72.94,956,1.0,1.0,177,OuDAdSnFtbw,most_paragraphs_outside_300_500_chars
0,0.9384308510638298,False,,5,0,0,0,True,2,468,425.0,382,scripts/ingestion/corpus/Oy-j2w6haoA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,10,10,0,0,70.57000000000001,852,1.0,1.0,145,Oy-j2w6haoA,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/OzKHRjr8nt8,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,OzKHRjr8nt8,
2,1.0,False,,5,0,0,0,True,1,544,544,544,scripts/ingestion/corpus/OzgA9wYM6Oc,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,5,5,0,0,47.82,544,1.0,1.0,99,OzgA9wYM6Oc,most_paragraphs_outside_300_500_chars
1,0.825942066136888,False,,5,0,0,0,True,2,452,343.0,234,scripts/ingestion/corpus/P6gff20GmPQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,12,12,0,0,96.66000000000001,688,1.0,1.0,124,P6gff20GmPQ,
0,0.8500345542501725,False,,5,0,0,0,True,3,416,389,207,scripts/ingestion/corpus/PFNP4c1cOSI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,73.79999999999997,1016,1.0,1.0,168,PFNP4c1cOSI,
3,0.8657783555411115,False,,5,0,0,0,True,4,1038,652.5,397,scripts/ingestion/corpus/PLVPL1dXKc0,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,43,43,0,0,159.84,2746,1.0,1.0,516,PLVPL1dXKc0,
0,0.9594336283185839,False,,5,0,0,0,True,6,451,394.0,321,scripts/ingestion/corpus/PNH5hdUnXks,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,53,53,0,0,271.03999999999996,2360,1.0,1.0,420,PNH5hdUnXks,
5,0.9370083397409359,False,,5,0,0,0,True,3,768,729,314,scripts/ingestion/corpus/Pd42WwNAr8g,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,21,21,0,0,158.42000000000002,1815,1.0,1.0,331,Pd42WwNAr8g,most_paragraphs_outside_300_500_chars
0,0.9833527357392315,False,,5,0,0,0,True,5,500,434,78,scripts/ingestion/corpus/PnvNqgTyIFI,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,49,49,0,0,168.94,1863,1.0,1.0,345,PnvNqgTyIFI,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/PoNEyybToU4,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,dead_lettered,False,0,0,0,0,0,0.0,,,,,PoNEyybToU4,
0,0.8875436076339009,False,,5,0,0,0,True,3,455,373,174,scripts/ingestion/corpus/PslFhdZaBFA,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,16,16,0,0,86.49999999999999,1006,1.0,1.0,182,PslFhdZaBFA,
0,1.0,False,,5,0,0,0,True,4,488,422.5,273,scripts/ingestion/corpus/PxTeZh0w1Go,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,119.28,1612,1.0,1.0,279,PxTeZh0w1Go,
0,0.9929283045721402,False,,5,0,0,0,True,12,467,401.5,121,scripts/ingestion/corpus/Q4QyNologtw,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,53,53,0,0,446.5,4664,1.0,1.0,838,Q4QyNologtw,
0,0.9823189027003859,False,,5,0,0,0,True,4,383,356.5,127,scripts/ingestion/corpus/Q6VqxNlagpQ,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,17,17,0,0,91.67,1229,1.0,1.0,212,Q6VqxNlagpQ,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/Q6q7MaVu9Dk,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,Q6q7MaVu9Dk,
0,0.9179692307692309,False,,5,0,0,0,True,5,405,372,278,scripts/ingestion/corpus/QAnRefsK-3Y,"[""single_source_requires_human_review""]",0.7,needs_review,False,0,24,24,0,0,149.17000000000002,1813,1.0,1.0,313,QAnRefsK-3Y,
0,0.0,False,,5,0,0,0,True,,,,,scripts/ingestion/corpus/QWKFjbNhiNw,"[""dead_lettered"", ""quarantined_from_retrieval""]",0.0,unavailable,False,0,0,0,0,0,0.0,,,,,QWKFjbNhiNw,
